gene_id,D4-1,D4-2,REH-1-WT,REH-2-WT
ENSG00000270430,0.00,0.00,0.00,0.00
ENSG00000270431,0.00,0.00,0.00,0.00
ENSG00000270432,0.00,0.00,0.00,0.00
ENSG00000270433,25.94,17.38,10.71,9.71
ENSG00000270434,0.00,0.00,0.00,0.00
ENSG00000270435,0.00,0.00,0.00,0.00
ENSG00000270437,0.00,0.00,0.00,0.00
ENSG00000270440,0.00,0.00,0.00,0.00
ENSG00000270441,1.00,0.00,4.00,1.00
ENSG00000270442,0.00,1.00,0.00,0.00
ENSG00000270443,0.00,0.00,0.00,0.00
ENSG00000270444,0.00,0.00,0.00,0.00
ENSG00000270445,0.00,1.00,3.00,0.00
ENSG00000270446,0.00,0.00,0.00,0.00
ENSG00000270447,0.00,0.00,0.00,0.00
ENSG00000270449,0.00,0.00,0.00,0.00
ENSG00000270450,0.00,0.00,0.00,0.00
ENSG00000270451,0.00,0.00,0.00,0.00
ENSG00000270453,0.00,0.00,0.00,0.00
ENSG00000270455,0.00,0.00,0.00,0.00
ENSG00000270456,0.00,0.00,0.00,0.00
ENSG00000270457,0.00,0.00,0.00,0.00
ENSG00000270458,0.00,0.00,0.00,0.00
ENSG00000270460,0.00,0.00,0.00,0.00
ENSG00000270462,1.00,0.00,0.00,0.00
ENSG00000270467,0.00,0.00,0.00,0.00
ENSG00000270469,3.00,1.00,1.00,0.00
ENSG00000270470,0.00,0.00,0.00,0.00
ENSG00000270472,0.00,0.00,0.00,0.00
ENSG00000270474,0.00,0.00,0.00,0.00
ENSG00000270475,0.00,0.00,0.00,0.00
ENSG00000270477,0.00,0.00,0.00,0.00
ENSG00000270479,1.58,10.08,0.96,2.00
ENSG00000270480,3.00,1.00,10.00,7.00
ENSG00000270482,1.00,3.00,0.00,0.00
ENSG00000270484,0.00,0.00,0.00,0.00
ENSG00000270487,0.00,0.00,0.00,0.00
ENSG00000270488,0.00,0.00,0.00,0.00
ENSG00000270490,0.00,0.00,0.00,0.00
ENSG00000270491,0.00,0.00,0.00,0.00
ENSG00000270492,0.00,1.00,0.00,0.00
ENSG00000270493,0.00,0.00,0.00,0.00
ENSG00000270494,0.00,0.00,0.00,0.00
ENSG00000270495,0.00,0.00,0.00,0.00
ENSG00000270496,0.00,0.00,0.00,0.00
ENSG00000270497,0.00,0.00,0.00,0.00
ENSG00000270499,0.00,1.00,0.00,0.00
ENSG00000270500,0.00,0.00,0.00,0.00
ENSG00000270503,0.00,1.03,0.00,0.00
ENSG00000270504,0.00,1.25,2.19,0.00
ENSG00000270505,0.00,0.00,0.00,0.00
ENSG00000270506,0.00,0.00,0.00,0.00
ENSG00000270507,0.00,0.00,0.00,0.00
ENSG00000270509,0.00,0.00,0.00,0.00
ENSG00000270510,2.00,6.00,6.00,4.00
ENSG00000270512,0.00,0.00,0.00,0.00
ENSG00000270513,0.00,0.00,0.00,0.00
ENSG00000270516,0.00,0.00,0.00,0.00
ENSG00000270518,2.46,2.05,0.00,0.00
ENSG00000270521,0.00,0.00,0.00,0.00
ENSG00000270522,0.00,0.00,0.00,0.00
ENSG00000270523,0.00,0.00,0.00,0.00
ENSG00000270524,0.00,0.00,0.00,0.00
ENSG00000270526,0.00,0.00,0.00,0.00
ENSG00000270528,0.00,0.00,0.00,0.00
ENSG00000270531,0.00,0.00,0.00,0.00
ENSG00000270532,0.00,0.00,0.00,0.00
ENSG00000270533,4.00,4.04,2.00,0.00
ENSG00000270535,0.00,0.00,0.00,0.00
ENSG00000270538,0.00,0.00,0.00,0.00
ENSG00000270540,0.00,0.00,0.00,0.00
ENSG00000270541,0.00,0.00,0.00,0.00
ENSG00000270542,0.00,0.00,0.00,0.00
ENSG00000270544,0.00,0.00,0.00,0.00
ENSG00000270547,2.16,3.98,5.65,4.14
ENSG00000270549,0.00,0.00,0.00,0.00
ENSG00000270550,0.00,0.00,0.00,0.00
ENSG00000270552,0.00,0.00,0.00,0.00
ENSG00000270553,0.00,1.00,0.00,0.00
ENSG00000270554,0.00,1.00,6.00,0.00
ENSG00000270555,0.00,0.00,0.00,0.00
ENSG00000270557,5.00,2.00,0.00,0.00
ENSG00000270558,0.00,3.00,4.00,8.00
ENSG00000270560,0.00,0.00,0.00,0.00
ENSG00000270562,19.00,21.00,11.00,17.00
ENSG00000270569,0.00,0.00,0.00,0.00
ENSG00000270570,0.00,0.00,0.00,0.00
ENSG00000270571,6.00,4.00,1.00,0.00
ENSG00000270574,22.90,32.93,22.50,23.26
ENSG00000270575,0.00,0.00,0.00,0.00
ENSG00000270576,0.00,0.00,0.00,0.00
ENSG00000270577,1.00,0.00,1.00,0.00
ENSG00000270578,0.00,1.00,0.00,0.00
ENSG00000270580,92.31,138.58,141.89,142.12
ENSG00000270583,0.00,0.00,0.00,0.00
ENSG00000270584,0.00,0.00,0.00,0.00
ENSG00000270585,0.00,2.00,0.00,5.00
ENSG00000270587,3.00,3.00,4.00,3.00
ENSG00000270588,0.00,0.00,0.00,0.00
ENSG00000270589,5.00,13.00,11.00,7.00
ENSG00000270591,0.00,2.00,9.00,0.00
ENSG00000270593,1.00,0.00,0.00,0.00
ENSG00000270598,0.00,0.00,0.00,0.00
ENSG00000270601,0.00,0.00,0.00,0.00
ENSG00000270604,4.00,5.18,0.00,1.00
ENSG00000270605,54.61,76.34,20.12,34.97
ENSG00000270606,0.00,1.00,0.00,0.00
ENSG00000270607,0.00,0.00,0.00,0.00
ENSG00000270610,0.00,0.00,0.00,0.00
ENSG00000270611,0.00,0.00,0.00,0.00
ENSG00000270612,0.00,0.00,0.00,0.00
ENSG00000270614,5.07,5.00,1.00,3.00
ENSG00000270615,0.00,0.00,0.00,0.00
ENSG00000270617,0.00,0.00,26.80,0.00
ENSG00000270618,0.00,0.00,0.00,0.00
ENSG00000270619,0.00,0.00,0.00,0.00
ENSG00000270620,0.00,0.00,1.00,0.00
ENSG00000270623,0.00,0.00,0.00,0.00
ENSG00000270624,0.00,0.00,0.00,0.00
ENSG00000270625,0.00,0.00,0.00,0.00
ENSG00000270627,0.00,0.00,0.00,0.00
ENSG00000270629,587.22,731.69,498.57,430.33
ENSG00000270631,0.00,0.00,0.00,0.00
ENSG00000270632,0.00,0.00,0.00,0.00
ENSG00000270634,0.00,0.00,0.00,0.00
ENSG00000270638,3.14,3.00,1.02,7.24
ENSG00000270639,0.00,0.00,0.00,0.00
ENSG00000270640,0.00,2.00,0.00,0.00
ENSG00000270641,136.94,163.04,112.48,95.21
ENSG00000270646,0.00,0.00,0.00,0.00
ENSG00000270647,3120.00,3725.00,2795.00,2547.00
ENSG00000270648,0.00,0.00,0.00,0.00
ENSG00000270652,0.00,0.00,0.00,0.00
ENSG00000270654,0.00,0.00,0.00,0.00
ENSG00000270655,0.00,0.00,0.00,0.00
ENSG00000270659,4.00,11.00,9.00,3.00
ENSG00000270661,0.00,0.00,0.00,0.00
ENSG00000270664,0.00,0.00,0.00,0.00
ENSG00000270665,0.96,0.95,0.00,0.00
ENSG00000270666,0.00,0.00,0.00,0.00
ENSG00000270669,0.00,0.00,0.00,0.00
ENSG00000270670,0.00,0.00,15.05,0.00
ENSG00000270672,0.00,0.00,0.00,0.00
ENSG00000270673,7.00,9.00,2.00,3.00
ENSG00000270677,0.00,0.00,0.00,0.00
ENSG00000270678,0.00,0.00,0.00,0.00
ENSG00000270679,0.00,1.00,0.00,0.00
ENSG00000270680,0.00,0.00,0.00,0.00
ENSG00000270681,1.00,3.00,3.00,3.00
ENSG00000270682,0.00,0.00,0.00,0.00
ENSG00000270683,0.00,0.00,0.00,0.00
ENSG00000270685,0.00,0.00,0.00,0.00
ENSG00000270688,0.00,0.00,0.00,0.00
ENSG00000270689,2.00,2.00,1.00,0.00
ENSG00000270690,1.00,0.00,1.00,3.00
ENSG00000270691,0.00,0.00,0.00,0.00
ENSG00000270694,0.00,0.00,0.00,0.00
ENSG00000270695,0.00,0.00,0.00,0.00
ENSG00000270696,92.00,127.00,64.00,66.00
ENSG00000270697,0.00,0.00,0.00,0.00
ENSG00000270698,0.00,0.00,0.00,0.00
ENSG00000270699,0.00,0.00,0.00,0.00
ENSG00000270701,0.00,0.00,0.00,0.00
ENSG00000270702,0.00,0.00,0.00,0.00
ENSG00000270704,5.00,11.00,3.00,8.00
ENSG00000270705,0.00,0.00,0.00,0.00
ENSG00000270706,2.25,1.00,0.00,3.00
ENSG00000270708,0.00,0.00,0.00,0.00
ENSG00000270709,0.00,0.00,0.00,0.00
ENSG00000270710,0.00,0.00,0.00,0.00
ENSG00000270711,2.00,0.00,0.00,0.00
ENSG00000270712,0.00,0.00,0.00,0.00
ENSG00000270713,0.00,0.00,0.00,0.00
ENSG00000270714,0.00,0.00,0.00,0.00
ENSG00000270716,0.00,0.00,0.00,0.00
ENSG00000270718,0.00,0.00,0.00,0.00
ENSG00000270719,0.00,0.00,0.00,0.00
ENSG00000270720,2.00,3.00,4.00,1.00
ENSG00000270722,0.00,0.00,0.00,0.00
ENSG00000270723,0.00,0.00,0.00,0.00
ENSG00000270725,0.00,0.00,0.00,0.00
ENSG00000270726,0.00,0.00,0.00,0.00
ENSG00000270727,0.00,0.00,0.00,0.00
ENSG00000270728,7.00,7.00,5.00,1.00
ENSG00000270729,0.00,0.00,0.00,0.00
ENSG00000270733,2.00,1.00,0.00,0.00
ENSG00000270734,0.00,0.00,0.00,0.00
ENSG00000270736,0.00,0.00,0.00,0.00
ENSG00000270739,0.00,1.00,0.00,0.00
ENSG00000270741,0.00,0.00,0.00,0.00
ENSG00000270742,0.00,0.00,0.00,0.00
ENSG00000270745,0.00,0.00,0.00,0.00
ENSG00000270747,0.00,0.00,0.00,0.00
ENSG00000270748,0.00,1.00,0.00,0.00
ENSG00000270749,0.00,0.00,0.00,0.00
ENSG00000270750,0.00,2.00,2.00,1.00
ENSG00000270751,0.00,0.00,1.00,2.95
ENSG00000270753,0.00,0.00,0.00,0.00
ENSG00000270754,0.00,0.00,0.00,0.00
ENSG00000270755,2.00,0.00,6.05,0.00
ENSG00000270757,79.05,145.41,72.21,66.62
ENSG00000270759,0.00,0.00,0.00,0.00
ENSG00000270760,2.00,1.00,0.00,0.00
ENSG00000270761,1.00,2.00,0.00,1.00
ENSG00000270762,0.00,1.00,0.00,0.00
ENSG00000270763,0.00,0.00,0.00,0.00
ENSG00000270764,0.00,0.00,0.00,0.00
ENSG00000270765,2.00,3.00,0.00,0.00
ENSG00000270766,0.00,0.00,0.00,0.00
ENSG00000270767,0.00,0.00,0.00,0.00
ENSG00000270771,0.00,0.00,0.00,0.00
ENSG00000270772,0.00,0.00,0.00,0.00
ENSG00000270773,0.00,0.00,0.00,0.00
ENSG00000270775,0.00,0.00,0.00,0.00
ENSG00000270776,0.00,0.00,0.00,0.00
ENSG00000270777,0.00,0.00,0.00,0.00
ENSG00000270778,0.00,0.00,0.00,0.00
ENSG00000270779,0.00,0.00,0.00,0.00
ENSG00000270780,0.00,0.00,0.00,0.00
ENSG00000270781,1.00,0.00,0.00,0.00
ENSG00000270782,0.00,0.00,0.00,0.00
ENSG00000270788,0.00,0.00,0.00,0.00
ENSG00000270789,0.00,0.00,0.95,0.00
ENSG00000270790,0.00,0.00,0.00,0.00
ENSG00000270791,0.00,0.00,0.00,0.00
ENSG00000270792,0.00,0.00,0.00,0.00
ENSG00000270793,0.00,0.00,0.00,0.00
ENSG00000270794,0.00,0.00,0.00,0.00
ENSG00000270797,1.50,0.00,0.00,0.00
ENSG00000270798,0.00,0.00,0.00,0.00
ENSG00000270799,0.00,2.00,0.00,2.00
ENSG00000270800,165.27,224.98,75.85,86.09
ENSG00000270802,1.00,1.00,1.00,0.00
ENSG00000270804,106.81,148.79,64.17,64.65
ENSG00000270806,0.00,3.00,5.00,2.00
ENSG00000270807,0.00,0.00,0.00,0.00
ENSG00000270808,0.00,2.00,0.00,0.00
ENSG00000270809,0.00,1.00,3.00,0.00
ENSG00000270811,0.00,0.00,0.00,0.00
ENSG00000270812,0.00,0.00,0.00,0.00
ENSG00000270813,2.00,1.00,3.00,6.00
ENSG00000270814,0.00,0.00,0.00,0.00
ENSG00000270815,0.00,0.00,0.00,0.00
ENSG00000270816,0.00,0.00,0.00,0.00
ENSG00000270818,0.00,0.00,0.00,0.00
ENSG00000270820,13.14,16.05,7.10,4.00
ENSG00000270822,0.00,1.00,0.00,0.00
ENSG00000270823,4.04,1.26,5.59,2.01
ENSG00000270824,0.00,0.00,0.00,0.00
ENSG00000270826,0.00,0.00,0.00,0.00
ENSG00000270828,0.00,0.00,0.00,0.00
ENSG00000270829,0.00,0.00,0.00,0.00
ENSG00000270830,0.00,0.00,0.00,0.00
ENSG00000270831,0.00,0.00,0.00,0.00
ENSG00000270832,2.00,3.00,0.00,2.00
ENSG00000270835,0.00,0.00,0.00,0.00
ENSG00000270837,0.00,0.00,0.00,0.00
ENSG00000270838,0.00,0.00,0.00,0.00
ENSG00000270839,1.00,0.00,2.00,0.00
ENSG00000270842,0.00,0.00,0.00,0.00
ENSG00000270846,0.00,0.00,0.00,0.00
ENSG00000270849,0.00,0.00,0.00,0.00
ENSG00000270850,0.00,0.00,0.00,0.00
ENSG00000270852,0.00,0.00,0.00,0.00
ENSG00000270855,0.00,0.00,0.00,0.00
ENSG00000270856,0.00,0.00,0.00,0.00
ENSG00000270857,0.00,0.00,0.00,0.00
ENSG00000270858,0.00,0.00,0.00,0.00
ENSG00000270859,0.00,0.00,0.00,0.00
ENSG00000270861,0.00,0.00,0.00,0.00
ENSG00000270863,10.00,6.00,2.00,8.00
ENSG00000270864,0.00,0.00,0.00,0.00
ENSG00000270865,0.00,0.00,0.00,0.00
ENSG00000270866,0.00,0.00,0.00,0.00
ENSG00000270868,0.00,0.00,0.00,0.00
ENSG00000270870,0.00,0.00,0.00,0.00
ENSG00000270871,4.00,17.00,10.00,5.00
ENSG00000270872,42.70,54.47,12.49,41.32
ENSG00000270874,0.00,0.00,0.00,0.00
ENSG00000270876,0.00,0.00,0.00,0.00
ENSG00000270878,11.00,11.00,5.00,1.00
ENSG00000270880,0.00,0.00,0.00,0.00
ENSG00000270882,6.36,18.50,7.00,11.26
ENSG00000270883,0.00,0.00,0.00,0.00
ENSG00000270885,133.93,203.51,136.13,65.00
ENSG00000270889,0.00,0.00,0.00,0.00
ENSG00000270890,17.00,20.00,8.00,9.00
ENSG00000270891,0.00,0.00,0.00,0.00
ENSG00000270892,0.00,0.00,0.00,0.00
ENSG00000270893,0.00,0.00,0.00,0.00
ENSG00000270894,2.25,1.00,0.00,4.00
ENSG00000270896,1.00,0.00,0.00,0.00
ENSG00000270897,0.00,0.00,0.00,0.00
ENSG00000270898,8.01,0.00,13.92,0.00
ENSG00000270900,0.00,0.00,0.00,0.00
ENSG00000270902,0.00,0.00,0.00,0.00
ENSG00000270903,15.00,14.00,0.00,9.00
ENSG00000270904,0.00,0.00,0.00,0.00
ENSG00000270906,0.00,0.97,0.00,0.00
ENSG00000270909,0.00,0.00,0.00,0.00
ENSG00000270911,0.00,0.00,0.00,0.00
ENSG00000270912,0.00,0.00,0.00,0.00
ENSG00000270914,0.00,0.00,0.00,0.00
ENSG00000270915,0.00,0.00,0.00,0.00
ENSG00000270916,0.00,0.00,0.00,0.00
ENSG00000270917,1.00,1.00,1.00,0.00
ENSG00000270919,0.00,0.00,0.00,0.00
ENSG00000270920,0.00,0.00,0.00,0.00
ENSG00000270921,0.00,0.00,0.00,0.00
ENSG00000270923,5.00,6.00,5.00,4.00
ENSG00000270924,0.00,0.00,0.00,0.00
ENSG00000270926,1.13,2.00,0.00,0.00
ENSG00000270927,0.00,0.00,0.00,0.00
ENSG00000270929,0.00,0.00,0.00,0.00
ENSG00000270930,0.00,1.00,0.00,0.00
ENSG00000270933,0.00,0.00,0.00,0.00
ENSG00000270934,0.00,0.00,0.00,0.00
ENSG00000270935,0.00,0.00,0.00,0.00
ENSG00000270936,0.00,0.00,0.00,0.00
ENSG00000270937,0.00,0.00,0.00,0.00
ENSG00000270938,0.00,0.00,0.00,0.00
ENSG00000270941,1.00,0.00,3.00,0.00
ENSG00000270945,0.00,0.00,0.00,0.00
ENSG00000270946,0.00,0.00,0.00,0.00
ENSG00000270947,0.00,0.00,0.00,0.00
ENSG00000270948,3.00,6.00,0.00,0.00
ENSG00000270951,0.00,0.00,0.00,0.00
ENSG00000270953,7.07,2.08,3.00,3.00
ENSG00000270954,0.00,0.00,0.00,0.00
ENSG00000270955,0.00,0.00,0.00,0.00
ENSG00000270956,8.66,3.60,1.54,6.82
ENSG00000270957,0.00,0.00,0.00,0.00
ENSG00000270959,34.00,55.00,15.00,36.00
ENSG00000270960,0.00,0.00,0.00,0.00
ENSG00000270961,0.00,0.00,0.00,0.00
ENSG00000270962,0.00,0.15,6.00,0.00
ENSG00000270964,5.07,9.06,13.00,14.00
ENSG00000270965,0.00,0.00,0.00,0.00
ENSG00000270966,0.00,0.00,0.00,0.00
ENSG00000270969,0.00,0.00,0.00,0.00
ENSG00000270971,0.00,0.00,0.00,0.00
ENSG00000270972,0.00,1.00,0.00,0.00
ENSG00000270973,0.00,0.00,0.00,0.00
ENSG00000270975,0.00,0.00,0.00,0.00
ENSG00000270976,0.00,0.00,0.00,0.00
ENSG00000270977,0.00,5.00,0.00,0.00
ENSG00000270978,0.00,0.00,0.00,0.00
ENSG00000270980,0.00,1.00,0.00,0.00
ENSG00000270981,0.00,1.00,2.00,0.00
ENSG00000270982,0.00,0.00,0.00,0.00
ENSG00000270983,0.00,0.00,0.00,0.00
ENSG00000270986,0.00,0.00,0.00,0.00
ENSG00000270987,0.00,0.00,0.00,0.00
ENSG00000270988,1.00,0.00,0.00,2.00
ENSG00000270989,0.70,1.00,3.00,0.00
ENSG00000270990,0.00,0.00,0.00,0.00
ENSG00000270992,0.00,0.00,0.00,0.00
ENSG00000270993,0.00,0.00,0.00,0.00
ENSG00000270994,0.00,0.00,0.00,0.00
ENSG00000270995,0.00,0.00,0.00,0.00
ENSG00000270996,0.00,0.00,0.00,0.00
ENSG00000270997,0.00,0.00,0.00,0.00
ENSG00000270999,0.00,0.00,0.00,0.00
ENSG00000271002,1.00,1.00,1.00,0.00
ENSG00000271003,0.00,0.00,0.00,0.00
ENSG00000271005,1.00,0.00,0.00,0.00
ENSG00000271009,5.17,17.27,2.15,5.00
ENSG00000271010,6.97,10.36,2.00,1.94
ENSG00000271011,2.99,0.95,3.92,2.96
ENSG00000271013,1.01,1.00,0.00,0.00
ENSG00000271014,0.00,0.00,0.00,0.00
ENSG00000271015,0.00,0.00,0.00,0.00
ENSG00000271018,0.00,0.00,0.00,0.00
ENSG00000271020,2.00,3.00,4.00,2.00
ENSG00000271021,0.00,0.00,0.00,0.00
ENSG00000271022,0.00,0.00,0.00,0.00
ENSG00000271024,0.00,0.00,0.00,0.00
ENSG00000271025,0.00,0.00,0.00,0.00
ENSG00000271026,0.00,1.00,0.00,0.00
ENSG00000271027,0.00,0.00,0.00,0.00
ENSG00000271028,0.00,0.00,0.00,0.00
ENSG00000271029,0.00,0.00,0.00,3.00
ENSG00000271032,8.00,23.99,4.00,1.00
ENSG00000271034,0.00,0.00,0.00,0.00
ENSG00000271035,0.00,0.00,0.00,0.00
ENSG00000271036,0.00,0.00,0.00,0.00
ENSG00000271040,0.00,0.00,0.00,0.00
ENSG00000271041,0.00,0.00,0.00,0.00
ENSG00000271042,0.00,0.00,0.00,0.00
ENSG00000271043,0.00,0.00,0.00,0.00
ENSG00000271044,0.00,0.00,0.00,0.00
ENSG00000271045,1.00,2.00,0.00,0.00
ENSG00000271046,16.86,19.65,0.00,2.01
ENSG00000271047,0.00,0.00,0.00,0.00
ENSG00000271048,0.00,0.00,0.00,0.00
ENSG00000271049,0.00,1.00,5.00,2.00
ENSG00000271052,0.00,0.00,0.00,0.00
ENSG00000271053,0.00,0.00,0.00,0.00
ENSG00000271056,0.00,0.00,0.00,0.00
ENSG00000271057,0.00,0.00,0.00,0.00
ENSG00000271063,0.00,0.00,0.00,0.00
ENSG00000271064,0.00,0.00,0.00,0.00
ENSG00000271065,0.00,0.00,0.00,0.00
ENSG00000271070,0.00,0.00,0.00,0.00
ENSG00000271071,0.00,0.00,0.00,0.00
ENSG00000271072,0.00,0.00,0.00,0.00
ENSG00000271074,0.00,0.00,0.00,0.00
ENSG00000271075,0.00,1.00,0.00,0.00
ENSG00000271077,0.00,0.00,0.00,0.00
ENSG00000271078,0.00,0.00,0.00,0.00
ENSG00000271079,0.00,0.00,0.00,0.00
ENSG00000271081,0.00,0.00,0.00,0.00
ENSG00000271086,0.00,3.00,0.00,0.00
ENSG00000271088,0.00,0.00,0.00,0.00
ENSG00000271092,17.55,19.25,16.56,4.13
ENSG00000271093,0.00,0.00,0.00,0.00
ENSG00000271094,0.00,0.00,0.00,0.00
ENSG00000271095,1.06,2.60,0.00,0.00
ENSG00000271096,0.00,0.00,0.00,0.00
ENSG00000271097,0.00,0.00,0.00,0.00
ENSG00000271098,0.00,0.00,0.00,0.00
ENSG00000271099,1.66,2.13,1.00,0.00
ENSG00000271100,0.00,0.00,0.00,0.00
ENSG00000271101,0.00,0.00,0.00,0.00
ENSG00000271105,4.00,5.00,0.00,0.00
ENSG00000271108,0.00,0.00,0.00,0.00
ENSG00000271109,6.01,9.17,1.00,3.00
ENSG00000271111,0.00,0.00,0.00,0.00
ENSG00000271113,0.00,0.00,0.00,0.00
ENSG00000271114,0.00,0.00,0.00,0.00
ENSG00000271115,0.00,0.00,0.00,0.00
ENSG00000271117,0.00,0.00,0.00,0.00
ENSG00000271118,0.00,0.00,0.00,0.00
ENSG00000271119,18.00,17.84,10.95,7.16
ENSG00000271121,42.95,51.71,37.80,27.76
ENSG00000271122,140.55,184.37,75.01,129.55
ENSG00000271123,0.00,0.00,0.00,0.00
ENSG00000271127,0.00,2.94,0.00,0.00
ENSG00000271128,0.00,0.00,0.00,0.00
ENSG00000271129,0.00,0.00,0.00,0.00
ENSG00000271130,0.00,0.00,0.00,0.00
ENSG00000271131,1.00,5.00,1.00,0.00
ENSG00000271133,0.00,0.00,0.00,0.00
ENSG00000271134,0.00,0.00,0.00,0.00
ENSG00000271136,0.00,0.00,0.00,0.00
ENSG00000271137,0.00,0.00,0.00,0.00
ENSG00000271138,7.00,6.00,0.00,6.00
ENSG00000271140,0.00,0.00,0.00,0.00
ENSG00000271141,23.50,32.29,6.72,9.90
ENSG00000271142,0.00,0.00,0.00,0.00
ENSG00000271143,0.00,0.00,0.00,0.00
ENSG00000271146,0.00,0.00,0.00,0.00
ENSG00000271147,29.79,32.90,20.46,27.78
ENSG00000271148,0.00,0.00,0.00,0.00
ENSG00000271149,0.00,0.00,0.00,0.00
ENSG00000271150,0.00,0.00,0.00,0.00
ENSG00000271151,11.08,11.01,3.00,2.00
ENSG00000271153,2.46,0.00,0.00,0.00
ENSG00000271154,0.00,0.00,0.00,0.00
ENSG00000271155,0.00,0.00,0.00,0.00
ENSG00000271156,0.00,0.00,0.00,0.00
ENSG00000271157,0.00,0.00,0.00,0.00
ENSG00000271158,0.00,0.00,0.00,0.00
ENSG00000271159,0.00,0.00,0.00,0.00
ENSG00000271161,4.00,6.00,2.00,1.00
ENSG00000271162,0.00,0.00,0.00,0.00
ENSG00000271163,0.00,0.00,0.00,0.00
ENSG00000271164,1.00,0.00,0.00,0.00
ENSG00000271166,0.00,0.00,0.00,0.00
ENSG00000271167,0.00,0.00,0.00,0.00
ENSG00000271171,0.00,0.00,0.00,0.00
ENSG00000271172,0.00,1.00,5.00,0.00
ENSG00000271173,0.00,0.00,0.00,0.00
ENSG00000271174,0.00,0.00,0.00,0.00
ENSG00000271175,0.00,0.00,0.00,0.00
ENSG00000271177,0.00,0.00,0.00,0.00
ENSG00000271178,0.00,0.00,0.00,0.00
ENSG00000271179,0.00,0.00,0.00,0.00
ENSG00000271180,0.00,0.00,0.00,0.00
ENSG00000271181,0.00,0.00,0.00,0.00
ENSG00000271182,0.00,0.00,0.00,0.00
ENSG00000271184,0.00,0.00,0.00,0.00
ENSG00000271185,0.00,0.00,0.00,0.00
ENSG00000271187,0.00,0.00,0.00,0.00
ENSG00000271190,0.00,0.00,0.00,0.00
ENSG00000271192,0.00,0.00,0.00,0.00
ENSG00000271194,0.00,0.00,0.00,0.00
ENSG00000271195,0.00,0.00,0.00,0.00
ENSG00000271196,0.00,0.00,0.00,0.00
ENSG00000271198,0.00,1.00,0.00,0.00
ENSG00000271199,0.00,2.00,0.00,0.00
ENSG00000271200,0.00,0.00,0.00,0.00
ENSG00000271201,0.00,0.00,0.00,0.00
ENSG00000271202,0.00,0.00,0.00,0.00
ENSG00000271204,0.00,1.00,0.00,0.00
ENSG00000271205,0.00,0.00,0.00,0.00
ENSG00000271207,2.00,2.00,0.00,2.00
ENSG00000271208,0.00,0.00,0.00,0.00
ENSG00000271209,0.00,0.00,0.00,0.00
ENSG00000271211,0.00,0.00,0.00,0.00
ENSG00000271214,0.00,0.00,0.00,0.00
ENSG00000271215,0.00,0.00,0.00,0.00
ENSG00000271216,0.00,0.00,0.00,0.00
ENSG00000271218,0.00,0.00,3.00,0.00
ENSG00000271219,0.00,0.00,0.00,0.00
ENSG00000271220,0.00,0.00,0.00,0.00
ENSG00000271222,0.00,0.00,0.00,0.00
ENSG00000271225,1.00,0.00,0.00,0.00
ENSG00000271227,0.00,0.00,0.00,0.00
ENSG00000271228,1.00,0.00,0.00,2.00
ENSG00000271230,0.00,0.00,0.00,0.00
ENSG00000271231,0.00,0.00,0.00,0.00
ENSG00000271232,0.00,0.00,0.00,0.00
ENSG00000271234,0.00,2.00,0.00,0.00
ENSG00000271235,0.00,0.00,0.00,0.00
ENSG00000271236,0.00,0.00,0.00,0.00
ENSG00000271237,0.00,0.00,0.00,0.00
ENSG00000271238,0.00,0.00,0.00,0.00
ENSG00000271239,0.00,0.00,0.00,0.00
ENSG00000271240,0.00,0.00,0.00,0.00
ENSG00000271242,0.00,0.00,0.00,0.00
ENSG00000271243,0.00,0.00,0.00,0.00
ENSG00000271245,0.00,0.00,0.00,0.00
ENSG00000271248,0.00,0.00,0.00,0.00
ENSG00000271249,0.00,0.00,0.00,0.00
ENSG00000271250,0.00,0.00,0.00,0.00
ENSG00000271251,0.00,0.00,0.00,0.00
ENSG00000271252,0.00,0.00,0.00,0.00
ENSG00000271253,0.00,0.00,0.00,0.00
ENSG00000271254,396.00,554.61,313.66,311.47
ENSG00000271257,0.00,0.00,0.00,0.00
ENSG00000271259,2.00,0.00,0.00,1.00
ENSG00000271264,0.00,0.00,0.00,0.00
ENSG00000271265,3.00,1.00,0.00,0.00
ENSG00000271266,0.00,0.00,0.00,0.00
ENSG00000271267,2.00,3.00,4.00,0.00
ENSG00000271268,0.00,0.00,0.00,0.00
ENSG00000271269,0.00,0.00,0.00,0.00
ENSG00000271270,396.08,461.18,236.20,239.98
ENSG00000271271,0.00,0.00,0.00,0.00
ENSG00000271272,0.00,0.00,0.00,0.00
ENSG00000271275,0.00,0.00,0.00,0.00
ENSG00000271277,0.00,0.00,0.00,0.00
ENSG00000271278,6.95,12.93,1.00,2.99
ENSG00000271283,0.00,2.00,0.00,0.00
ENSG00000271284,0.00,0.00,0.00,0.00
ENSG00000271286,0.00,0.00,0.00,0.00
ENSG00000271287,0.00,0.00,0.00,0.00
ENSG00000271288,0.00,0.00,0.00,0.00
ENSG00000271290,0.00,0.00,0.00,0.00
ENSG00000271291,0.00,0.00,0.00,0.00
ENSG00000271296,0.00,0.00,0.00,0.00
ENSG00000271298,0.00,0.00,0.00,0.00
ENSG00000271299,0.00,0.00,0.00,0.00
ENSG00000271302,0.00,0.00,0.00,0.00
ENSG00000271303,76.00,90.00,12.00,14.00
ENSG00000271304,0.00,0.00,0.00,0.00
ENSG00000271306,0.00,0.00,0.00,0.00
